shipment_id,tracking_number,ship_date,estimated_arrival,sender_company,sender_city,sender_country,exporter_id,destination_country,item_type,item_description,hs_code,hs_description,declared_value_usd,declared_value_local,local_currency,actual_value_usd,weight_kg,shipping_company,shipping_method,incoterm,documentation_status,missing_documents,duty_rate,duty_amount_usd,vat_rate,vat_amount_usd,processing_fee_usd,total_landed_cost_usd,compliance_issues,restricted_item,clearance_status
SHIP-772ED0E5,FED5984956512,2025-02-10,2025-02-19,Cross-Border Shipping,Mexico City,IT,IT-88A777C414,FR,Automotive Parts,Vehicle Engine,8708.29,Parts and accessories of motor vehicles,373.99,346.29,EUR,373.99,13.86,FedEx,Express Courier,FOB,Complete,None,4.45,16.64,20,74.8,10.0,475.43,No compliance issues detected,No,Cleared
SHIP-371C06BA,CHI1273917493,2025-02-18,2025-03-05,Cross-Border Shipping,Seoul,MX,MX-F943D760CC,US,Toys,Children's Action Figure,9503.00,Toys; puzzles of all kinds,244.85,244.85,USD,244.85,2.75,ChinaPost,Ocean Freight,EXW,Complete,None,0,0.0,0,0.0,0.0,244.85,No compliance issues detected,No,Cleared
SHIP-FF18C373,ROY9217526820,2025-02-26,2025-03-03,International Trading Co.,Seoul,GB,GB669676984000,GB,Books,Printed Magazine,4901.99,"Printed books, brochures and similar",905.85,718.93,GBP,905.85,0.89,Royal Mail,Express Courier,CIF,Complete,None,9.64,87.31,20,181.17,10.0,1184.33,No compliance issues detected,No,Held
SHIP-583BD3D6,DEU7899548642,2025-03-08,2025-03-16,Japan Global Supply,Kyoto,JP,JP-20A5DF1FDC,JP,Jewelry,Fashion Necklace,7113.19,"Jewelry and parts, of precious metal other than silver",978.49,146043.28,JPY,978.49,0.47,Deutsche Post,Standard Courier,DAP,Complete,None,0,0.0,10,97.85,0.0,1076.34,No compliance issues detected,No,Under Review
SHIP-9D5819C5,CHI4769346981,2025-02-12,2025-02-17,WorldWide Logistics,London,TW,TW-37BA520F9F,AU,Pharmaceuticals,Medical Cream,3004.90,"Medicaments, packaged for retail sale",40.22,60.94,AUD,40.22,1.83,ChinaPost,Postal Service,DDP,Complete,None,0,0.0,10,4.02,0.0,44.24,No compliance issues detected,No,Cleared
SHIP-6E42A04D,USP6461519534,2025-03-08,2025-03-13,Munich Trading Group,Frankfurt,DE,DE59603388,IN,Cosmetics,Beauty Lipstick,3304.99,Beauty or make-up preparations,792.44,66036.67,INR,792.44,0.27,USPS,Ocean Freight,DAP,Complete,None,0,0.0,18,142.64,0.0,935.08,No compliance issues detected,No,Cleared
SHIP-8D1CEFBC,DEU1949163463,2025-02-17,2025-02-22,California Trading Co.,New York,US,51-9266910,IN,Furniture,Wooden Bed,4901.99,"Printed books, brochures and similar",177.59,14799.17,INR,177.59,8.36,Deutsche Post,Express Courier,DAP,Incomplete,Packing List,0,0.0,18,31.97,0.0,209.56,Missing document: Packing List,No,Pending
SHIP-45FB5A0F,AUS4241097138,2025-02-16,2025-02-21,Japan Global Supply,Tokyo,JP,JP-D017D0D833,IN,Machinery,CNC Machine,8483.40,Gears and gearing for machinery,197.54,16461.67,INR,197.54,9.29,Australia Post,Express Courier,DAP,Complete,None,0,0.0,18,35.56,0.0,233.1,Missing certificate of origin,No,Pending
SHIP-9883E00A,DHL8729543541,2025-03-07,2025-03-18,WorldWide Logistics,Paris,IN,IN-E89CBEC815,FR,Cosmetics,Beauty Shampoo,3304.99,Beauty or make-up preparations,937.91,868.44,EUR,937.91,0.59,DHL,Express Courier,CIF,Incomplete,Import License,3.53,33.09,20,187.58,10.0,1168.58,Missing document: Import License; Restricted item: Cosmetics requires special permits,Yes,Pending
SHIP-57F1020B,CAN6814935151,2025-03-04,2025-03-16,Hamburg Logistics,Berlin,DE,DE52967555,JP,Toys,Children's Puzzle,9503.00,Toys; puzzles of all kinds,356.51,53210.45,JPY,677.24,1.33,Canada Post,Standard Courier,DAP,Complete,None,0,0.0,10,35.65,0.0,392.16,Undervalued declaration; Incorrect weight declaration,No,Pending
SHIP-B53EAAEF,CAN3818514167,2025-02-07,2025-02-15,International Trading Co.,Mexico City,IN,IN-71D16A95B0,BR,Machinery,Industrial Robot,8483.40,Gears and gearing for machinery,169.99,849.95,BRL,226.93,14.88,Canada Post,Air Freight,DDP,Complete,None,4.85,8.25,17,28.9,10.0,217.14,Undervalued declaration,Yes,Pending
SHIP-B5B67145,UPS8018879401,2025-03-02,2025-03-07,US Global Exports,Miami,US,45-4479814,IN,Furniture,Wooden Bed,8483.40,Gears and gearing for machinery,277.93,23160.83,INR,485.78,5.53,UPS,Postal Service,CPT,Complete,None,0,0.0,18,50.03,0.0,327.96,Undervalued declaration,No,Pending
SHIP-DEE9B274,CHI7403360472,2025-02-13,2025-02-18,Cross-Border Shipping,Taipei,KR,KR-ADDF254804,IN,Automotive Parts,Vehicle Suspension,8708.29,Parts and accessories of motor vehicles,831.73,69310.83,INR,831.73,7.68,ChinaPost,Standard Courier,FCA,Complete,None,0,0.0,18,149.71,0.0,981.44,No compliance issues detected,No,Cleared
SHIP-9E9A5A1C,JAP5473653888,2025-02-18,2025-03-01,International Trading Co.,Milan,MX,MX-E252E92056,US,Sporting Goods,Sports Golf Clubs,9506.91,Gymnasium or athletics articles and equipment,625.68,625.68,USD,625.68,8.37,Japan Post,Standard Courier,DAP,Complete,None,0,0.0,0,0.0,0.0,625.68,No compliance issues detected,No,Cleared
SHIP-1B1FE70C,CHI7435197650,2025-02-14,2025-02-18,WorldWide Logistics,Seoul,TW,TW-B476FD8DDD,AU,Automotive Parts,Vehicle Lights,8708.29,Parts and accessories of motor vehicles,816.24,1236.73,AUD,816.24,7.27,ChinaPost,Postal Service,FOB,Complete,None,0,0.0,10,81.62,0.0,897.86,No compliance issues detected,No,Held
SHIP-85FF9117,DHL1920229875,2025-02-19,2025-02-26,WorldWide Logistics,Seoul,MX,MX-FE82FDE813,GB,Furniture,Wooden Table,6203.42,Men's trousers of cotton,955.23,758.12,GBP,955.23,6.89,DHL,Standard Courier,CIF,Complete,None,5.27,50.34,20,191.05,10.0,1206.61,No compliance issues detected,No,Held
SHIP-3AB79BA0,UPS4108884868,2025-02-11,2025-02-17,WorldWide Logistics,Paris,TW,TW-E0FA0122D4,DE,Automotive Parts,Vehicle Suspension,8708.29,Parts and accessories of motor vehicles,549.74,509.02,EUR,549.74,8.7,UPS,Postal Service,EXW,Complete,None,8.11,44.59,19,104.45,10.0,708.78,Missing certificate of origin,No,Pending
SHIP-50B6145E,DHL1658207204,2025-02-20,2025-03-05,Kyoto Shipping Co.,Tokyo,JP,JP-706C5893E7,IN,Jewelry,Fashion Pendant,7113.19,"Jewelry and parts, of precious metal other than silver",512.27,42689.17,INR,512.27,0.16,DHL,Postal Service,DDP,Complete,None,0,0.0,18,92.21,0.0,604.48,No compliance issues detected,No,Held
SHIP-2186FBD5,JAP8837902713,2025-02-27,2025-03-08,Global Exports Ltd,Mexico City,GB,GB360278888000,US,Pharmaceuticals,Medical Cream,3004.90,"Medicaments, packaged for retail sale",152.0,152.0,USD,275.11,1.9,Japan Post,Ocean Freight,FCA,Complete,None,0,0.0,0,0.0,0.0,152.0,Undervalued declaration,Yes,Pending
SHIP-50673DA5,CAN3325793428,2025-02-09,2025-02-24,Hamburg Logistics,Munich,DE,DE55412837,CN,Electronics,Dell Camera,8517.13,Smartphones,372.22,2658.71,CNY,525.18,1.25,Canada Post,Standard Courier,FCA,Incomplete,Safety Certification,7.43,27.67,13,48.39,10.0,458.28,Undervalued declaration; Missing document: Safety Certification; Restricted item: Electronics requires special permits,Yes,Pending
SHIP-495B239B,AUS2806087954,2025-03-02,2025-03-08,Cross-Border Shipping,Mexico City,IT,IT-814150C9B9,CA,Books,Printed Comic,4901.99,"Printed books, brochures and similar",92.02,124.35,CAD,92.02,5.05,Australia Post,Express Courier,CPT,Complete,None,11.08,10.2,5,4.6,10.0,116.82,No compliance issues detected,No,Held
SHIP-CE155C67,USP1962334298,2025-03-06,2025-03-10,Global Exports Ltd,Mexico City,GB,GB143462017000,CA,Food Products,Packaged Chocolate,2106.90,Food preparations not elsewhere specified,327.06,441.97,CAD,426.39,1.25,USPS,Ocean Freight,CPT,Complete,None,7.7,25.19,5,16.35,10.0,378.6,Undervalued declaration,Yes,Pending
SHIP-281EBB9D,DHL3503762318,2025-02-23,2025-03-10,WorldWide Logistics,Milan,GB,GB537170037000,FR,Automotive Parts,Vehicle Suspension,8708.29,Parts and accessories of motor vehicles,992.4,918.89,EUR,992.4,1.69,DHL,Express Courier,CIP,Complete,None,11.01,109.22,20,198.48,10.0,1310.1,No compliance issues detected,No,Cleared
SHIP-04E0FCDC,JAP3820737961,2025-02-16,2025-03-01,Texas Shipping LLC,Los Angeles,US,51-2381159,CA,Chemicals,Cleaning Agent,3304.99,Beauty or make-up preparations,516.8,698.38,CAD,516.8,4.15,Japan Post,Postal Service,DAP,Complete,None,6.6,34.11,5,25.84,10.0,586.75,No compliance issues detected,No,Cleared
SHIP-25040C67,CHI6207828052,2025-02-08,2025-02-18,International Trading Co.,Milan,GB,GB283078063000,IN,Automotive Parts,Vehicle Filters,8708.29,Parts and accessories of motor vehicles,470.89,39240.83,INR,470.89,5.36,ChinaPost,Air Freight,DDP,Incomplete,"Export Declaration, Packing List",0,0.0,18,84.76,0.0,555.65,"Missing document: Export Declaration, Packing List",No,Pending
SHIP-AACE2DA5,AUS9636216473,2025-02-07,2025-02-18,Guangzhou Trade Co.,Shanghai,CN,42746385X,JP,Sporting Goods,Sports Soccer Ball,9506.91,Gymnasium or athletics articles and equipment,616.35,91992.54,JPY,616.35,14.74,Australia Post,Standard Courier,CIF,Complete,None,0,0.0,10,61.64,0.0,677.99,Prohibited item,No,Pending
SHIP-E89BF09E,AUS9525748781,2025-02-22,2025-03-04,Tokyo Trading Corp,Osaka,JP,JP-1550FF79A5,AU,Toys,Children's Plush Toy,9503.00,Toys; puzzles of all kinds,434.62,658.52,AUD,434.62,3.74,Australia Post,Air Freight,CIF,Complete,None,0,0.0,10,43.46,0.0,478.08,No compliance issues detected,No,Under Review
SHIP-E2C2552A,ROY2900230880,2025-02-25,2025-03-06,WorldWide Logistics,London,IN,IN-1278FE661E,FR,Apparel,Levi's Jacket,6104.43,Women's dresses of synthetic fibers,88.16,81.63,EUR,144.55,1.05,Royal Mail,Express Courier,DAP,Complete,None,0,0.0,20,17.63,0.0,105.79,Undervalued declaration; Prohibited item,No,Pending
SHIP-D2CA84A8,CAN1150576520,2025-02-28,2025-03-13,Osaka Exports Ltd,Yokohama,JP,JP-ED632F88D5,DE,Cosmetics,Beauty Lipstick,3304.99,Beauty or make-up preparations,491.36,454.96,EUR,491.36,1.2,Canada Post,Express Courier,DAP,Complete,None,7.81,38.39,19,93.36,10.0,633.11,No compliance issues detected,No,Cleared
SHIP-D0071383,JAP1851438965,2025-02-20,2025-02-27,International Trading Co.,Milan,MX,MX-78E8A6ACCC,JP,Medical Devices,Stethoscope,9018.90,Medical instruments and appliances,822.81,122807.46,JPY,822.81,2.09,Japan Post,Express Courier,DDP,Complete,None,0,0.0,10,82.28,0.0,905.09,No compliance issues detected,No,Held
SHIP-97588C98,ROY2424736998,2025-02-23,2025-02-26,Global Exports Ltd,Paris,GB,GB879614737000,IN,Electronics,LG Speaker,8517.13,Smartphones,935.69,77974.17,INR,935.69,2.02,Royal Mail,Express Courier,FCA,Complete,None,0,0.0,18,168.42,0.0,1104.11,No compliance issues detected,Yes,Pending
SHIP-B6E19384,DEU3315890471,2025-02-28,2025-03-13,WorldWide Logistics,Seoul,KR,KR-2A6F92EDB6,CN,Automotive Parts,Vehicle Engine,8708.29,Parts and accessories of motor vehicles,512.18,3658.43,CNY,512.18,3.51,Deutsche Post,Air Freight,EXW,Complete,None,4.78,24.47,13,66.58,10.0,613.24,No compliance issues detected,No,Held
SHIP-03FE649B,ROY3740150140,2025-02-22,2025-03-09,International Trading Co.,Milan,TW,TW-51624929B3,GB,Books,Printed Comic,4901.99,"Printed books, brochures and similar",556.94,442.02,GBP,923.24,0.78,Royal Mail,Ocean Freight,EXW,Incomplete,Certificate of Origin,11.26,62.73,20,111.39,10.0,741.06,Undervalued declaration; Missing document: Certificate of Origin,No,Pending
SHIP-616289CA,DHL3303123099,2025-03-07,2025-03-17,International Trading Co.,Taipei,TW,TW-BDDBBBDA48,BR,Jewelry,Fashion Watch,7113.19,"Jewelry and parts, of precious metal other than silver",106.83,534.15,BRL,143.68,0.3,DHL,Standard Courier,CIF,Complete,None,8.4,8.97,17,18.16,10.0,143.96,Undervalued declaration,No,Pending
SHIP-E1C7CFC9,DHL5268251192,2025-02-23,2025-03-01,WorldWide Logistics,Seoul,IN,IN-57DFC0579A,BR,Food Products,Packaged Tea,2106.90,Food preparations not elsewhere specified,172.94,864.7,BRL,172.94,4.17,DHL,Postal Service,DDP,Complete,None,4.14,7.16,17,29.4,10.0,219.5,Missing certificate of origin,No,Pending
SHIP-6C1BBF62,CHI7331743942,2025-02-17,2025-03-01,Shanghai Export Ltd,Shanghai,CN,35865410X,CA,Automotive Parts,Vehicle Transmission,8708.29,Parts and accessories of motor vehicles,68.03,91.93,CAD,91.08,3.48,ChinaPost,Standard Courier,EXW,Complete,None,8.96,6.09,5,3.4,10.0,87.53,Undervalued declaration,No,Pending
SHIP-6D589BF2,DHL1640915900,2025-03-01,2025-03-14,Shenzhen Tech Supply,Guangzhou,CN,33237174X,GB,Jewelry,Fashion Watch,7113.19,"Jewelry and parts, of precious metal other than silver",585.34,464.56,GBP,585.34,0.36,DHL,Ocean Freight,DAP,Complete,None,9.39,54.96,20,117.07,10.0,767.37,No compliance issues detected,No,Cleared
SHIP-A090825B,USP4707061863,2025-03-06,2025-03-13,International Trading Co.,Taipei,MX,MX-036F799F91,US,Books,Printed Dictionary,4901.99,"Printed books, brochures and similar",351.92,351.92,USD,351.92,0.81,USPS,Standard Courier,CPT,Complete,None,0,0.0,0,0.0,0.0,351.92,No compliance issues detected,No,Cleared
SHIP-6131F37F,CHI9195417617,2025-03-01,2025-03-05,Berlin Exports,Hamburg,DE,DE92631358,BR,Cosmetics,Beauty Perfume,3304.99,Beauty or make-up preparations,662.05,3310.25,BRL,983.41,0.53,ChinaPost,Ocean Freight,DDP,Complete,None,7.53,49.84,17,112.55,10.0,834.44,Undervalued declaration,No,Pending
SHIP-A2EAB8E4,UPS3813114443,2025-02-09,2025-02-15,US Global Exports,Los Angeles,US,57-1422364,DE,Textiles,Silk,7113.19,"Jewelry and parts, of precious metal other than silver",446.42,413.35,EUR,446.42,9.75,UPS,Express Courier,FCA,Complete,None,10.16,45.36,19,84.82,10.0,586.6,No compliance issues detected,No,Cleared
SHIP-40939C9D,AUS2738436931,2025-02-23,2025-02-28,International Trading Co.,Paris,GB,GB332044903000,JP,Sporting Goods,Sports Basketball,9506.91,Gymnasium or athletics articles and equipment,145.27,21682.09,JPY,251.0,14.15,Australia Post,Postal Service,EXW,Complete,None,0,0.0,10,14.53,0.0,159.8,Undervalued declaration,No,Pending
SHIP-BF0F2857,FED8208426756,2025-02-21,2025-02-26,Munich Trading Group,Hamburg,DE,DE49951647,CN,Pharmaceuticals,Medical Injection,3004.90,"Medicaments, packaged for retail sale",327.41,2338.64,CNY,327.41,0.18,FedEx,Postal Service,DAP,Complete,None,0.63,2.07,13,42.56,10.0,382.04,No compliance issues detected,No,Under Review
SHIP-00FBDD85,ROY3176261962,2025-03-07,2025-03-16,Cross-Border Shipping,Mexico City,IN,IN-2C6A4D69F9,DE,Sporting Goods,Sports Basketball,9506.91,Gymnasium or athletics articles and equipment,331.03,306.51,EUR,331.03,12.92,Royal Mail,Ocean Freight,FOB,Incomplete,"Commercial Invoice, Export Declaration",4.95,16.4,19,62.9,10.0,420.32,"Missing document: Commercial Invoice, Export Declaration",No,Pending
SHIP-3935C10D,ROY8518794924,2025-03-05,2025-03-14,Texas Shipping LLC,Los Angeles,US,24-5855031,GB,Chemicals,Laboratory Reagent,9018.90,Medical instruments and appliances,545.69,433.09,GBP,545.69,3.99,Royal Mail,Standard Courier,CPT,Incomplete,Certificate of Origin,3.47,18.93,20,109.14,10.0,683.76,Missing document: Certificate of Origin,Yes,Pending
SHIP-6B73525E,FED1227805239,2025-02-26,2025-03-13,WorldWide Logistics,Taipei,IT,IT-789F87845B,US,Automotive Parts,Vehicle Sensors,8708.29,Parts and accessories of motor vehicles,485.39,485.39,USD,485.39,11.06,FedEx,Standard Courier,DDP,Complete,None,0,0.0,0,0.0,0.0,485.39,Prohibited item,No,Pending
SHIP-9C3C3DB7,ROY7803108652,2025-02-12,2025-02-23,German Precision GmbH,Munich,DE,DE48606114,CN,Chemicals,Lubricant,8708.29,Parts and accessories of motor vehicles,214.88,1534.86,CNY,214.88,7.09,Royal Mail,Air Freight,CIF,Complete,None,5.37,11.54,13,27.93,10.0,264.35,Missing commercial invoice,No,Pending
SHIP-11B1EE6F,USP3661176589,2025-03-02,2025-03-05,International Trading Co.,Paris,KR,KR-1ECA2283B8,IN,Automotive Parts,Vehicle Sensors,8708.29,Parts and accessories of motor vehicles,287.21,23934.17,INR,287.21,2.28,USPS,Ocean Freight,EXW,Incomplete,Safety Certification,0,0.0,18,51.7,0.0,338.91,Missing document: Safety Certification,No,Pending
SHIP-70B182F4,DEU3464951422,2025-02-28,2025-03-12,WorldWide Logistics,Milan,MX,MX-9DC059FDDA,IN,Apparel,Zara T-shirt,6203.42,Men's trousers of cotton,684.01,57000.83,INR,684.01,0.68,Deutsche Post,Ocean Freight,CIP,Complete,None,0,0.0,18,123.12,0.0,807.13,No compliance issues detected,No,Under Review
SHIP-C263BD8C,FED1634221683,2025-02-14,2025-02-27,Global Exports Ltd,Seoul,IN,IN-32334EFBA1,GB,Textiles,Cotton Fabric,3304.99,Beauty or make-up preparations,499.58,396.49,GBP,851.8,1.06,FedEx,Standard Courier,EXW,Complete,None,13.91,69.5,20,99.92,10.0,679.0,Undervalued declaration,No,Pending
SHIP-4CC6DE6F,UPS2742266232,2025-02-07,2025-02-15,Cross-Border Shipping,Taipei,IN,IN-762DCCB438,FR,Apparel,Uniqlo Sweater,6104.43,Women's dresses of synthetic fibers,909.44,842.07,EUR,909.44,0.87,UPS,Express Courier,FOB,Complete,None,10.62,96.6,20,181.89,10.0,1197.92,Missing certificate of origin,No,Pending
SHIP-AB60DBDF,FED3883167270,2025-03-08,2025-03-11,Texas Shipping LLC,Chicago,US,47-6026886,AU,Textiles,Cotton Fabric,3004.90,"Medicaments, packaged for retail sale",187.47,284.05,AUD,187.47,1.97,FedEx,Standard Courier,DDP,Complete,None,0,0.0,10,18.75,0.0,206.22,Missing commercial invoice,No,Pending
SHIP-AE036465,USP1059555848,2025-03-03,2025-03-10,Kyoto Shipping Co.,Yokohama,JP,JP-D9A9969AF0,DE,Sporting Goods,Sports Soccer Ball,9506.91,Gymnasium or athletics articles and equipment,492.19,455.73,EUR,642.48,10.94,USPS,Standard Courier,DDP,Complete,None,8.93,43.95,19,93.52,10.0,639.66,Undervalued declaration; Missing EORI number,No,Pending
SHIP-9EA84C91,JAP2847087151,2025-02-15,2025-02-18,Shanghai Export Ltd,Shanghai,CN,62102903X,US,Pharmaceuticals,Medical Injection,3004.90,"Medicaments, packaged for retail sale",59.88,59.88,USD,59.88,2.43,Japan Post,Standard Courier,DDP,Incomplete,Safety Certification,0,0.0,0,0.0,0.0,59.88,Missing document: Safety Certification; Restricted item: Pharmaceuticals requires special permits,Yes,Pending
SHIP-93AAD603,ROY4089323893,2025-02-13,2025-02-20,Guangzhou Trade Co.,Shenzhen,CN,69022816X,CA,Books,Printed Textbook,4901.99,"Printed books, brochures and similar",697.34,942.35,CAD,697.34,4.35,Royal Mail,Ocean Freight,DDP,Complete,None,6.36,44.38,5,34.87,10.0,786.59,Incomplete description,No,Pending
SHIP-157FAA12,JAP3860636363,2025-02-16,2025-03-02,Texas Shipping LLC,Miami,US,26-7546487,US,Sporting Goods,Sports Dumbbells,9506.91,Gymnasium or athletics articles and equipment,589.18,589.18,USD,589.18,7.48,Japan Post,Express Courier,FOB,Complete,None,0,0.0,0,0.0,0.0,589.18,No compliance issues detected,No,Cleared
SHIP-1F7F072E,AUS7286265117,2025-03-08,2025-03-14,International Trading Co.,London,TW,TW-D56EA52E74,CA,Jewelry,Fashion Watch,7113.19,"Jewelry and parts, of precious metal other than silver",480.3,649.05,CAD,480.3,0.32,Australia Post,Air Freight,FCA,Complete,None,8.78,42.18,5,24.02,10.0,556.49,No compliance issues detected,No,Cleared
SHIP-E011F8DE,UPS5682379451,2025-03-02,2025-03-16,Global Exports Ltd,Taipei,MX,MX-5D3849F9AC,IN,Textiles,Silk,9503.00,Toys; puzzles of all kinds,675.65,56304.17,INR,675.65,11.23,UPS,Standard Courier,FCA,Incomplete,Certificate of Origin,0,0.0,18,121.62,0.0,797.27,Missing document: Certificate of Origin,No,Pending
SHIP-BEFD4884,JAP5400574625,2025-02-08,2025-02-12,WorldWide Logistics,Taipei,IN,IN-B2CB2BE835,CA,Furniture,Wooden Chair,8471.30,Portable computers weighing < 10kg,137.22,185.43,CAD,137.22,21.17,Japan Post,Air Freight,CPT,Complete,None,3.5,4.8,5,6.86,10.0,158.88,Incorrect HS code,No,Pending
SHIP-C36F8173,CHI7576207521,2025-02-28,2025-03-05,International Trading Co.,Paris,IN,IN-DA12B660FC,GB,Pharmaceuticals,Medical Tablets,3004.90,"Medicaments, packaged for retail sale",703.18,558.08,GBP,703.18,1.98,ChinaPost,Express Courier,DAP,Incomplete,Safety Certification,4.13,29.02,20,140.64,10.0,882.84,Missing document: Safety Certification; Incorrect HS code,No,Pending
SHIP-B5F70009,ROY1266902294,2025-02-21,2025-02-26,US Global Exports,New York,US,41-2650408,IN,Machinery,Conveyor,8483.40,Gears and gearing for machinery,174.87,14572.5,INR,174.87,23.02,Royal Mail,Express Courier,CPT,Complete,None,0,0.0,18,31.48,0.0,206.35,No compliance issues detected,No,Cleared
SHIP-200A946D,UPS7387074739,2025-02-19,2025-02-22,Guangzhou Trade Co.,Beijing,CN,31306825X,JP,Automotive Parts,Vehicle Engine,8708.29,Parts and accessories of motor vehicles,242.36,36173.13,JPY,242.36,9.19,UPS,Air Freight,EXW,Complete,None,0,0.0,10,24.24,0.0,266.6,No compliance issues detected,No,Held
SHIP-358FED2E,JAP9596745036,2025-02-10,2025-02-22,German Precision GmbH,Munich,DE,DE90916786,GB,Food Products,Packaged Tea,2106.90,Food preparations not elsewhere specified,908.95,721.39,GBP,908.95,4.31,Japan Post,Standard Courier,CIP,Complete,None,4.29,38.98,20,181.79,10.0,1139.72,No compliance issues detected,Yes,Pending
SHIP-D8BA6B9B,ROY4879864630,2025-02-15,2025-03-02,International Trading Co.,Paris,TW,TW-C97C20828C,IN,Cosmetics,Beauty Mascara,3304.99,Beauty or make-up preparations,672.91,56075.83,INR,672.91,1.32,Royal Mail,Air Freight,CIP,Complete,None,0,0.0,18,121.12,0.0,794.03,No compliance issues detected,No,Cleared
SHIP-E1842613,CAN8987225569,2025-02-17,2025-02-28,Global Exports Ltd,Seoul,GB,GB761064026000,US,Furniture,Wooden Shelf,9018.90,Medical instruments and appliances,228.39,228.39,USD,228.39,22.85,Canada Post,Standard Courier,CIP,Complete,None,0,0.0,0,0.0,0.0,228.39,No compliance issues detected,No,Cleared
SHIP-257F86BE,JAP4454828805,2025-03-08,2025-03-22,Texas Shipping LLC,Miami,US,21-8328209,JP,Sporting Goods,Sports Golf Clubs,9506.91,Gymnasium or athletics articles and equipment,565.12,84346.27,JPY,565.12,2.86,Japan Post,Express Courier,CIF,Complete,None,0,0.0,10,56.51,0.0,621.63,No compliance issues detected,No,Cleared
SHIP-7C58B6CD,AUS9746731014,2025-02-08,2025-02-20,Cross-Border Shipping,Paris,IN,IN-FBA9CEFF84,AU,Jewelry,Fashion Necklace,7113.19,"Jewelry and parts, of precious metal other than silver",135.89,205.89,AUD,135.89,0.18,Australia Post,Standard Courier,FCA,Complete,None,0,0.0,10,13.59,0.0,149.48,No compliance issues detected,No,Under Review
SHIP-9692BC5F,CAN4860375898,2025-02-26,2025-03-03,Global Exports Ltd,Paris,IN,IN-5723A368C5,IN,Medical Devices,Thermometer,9018.90,Medical instruments and appliances,202.82,16901.67,INR,202.82,4.7,Canada Post,Express Courier,CIF,Complete,None,0,0.0,18,36.51,0.0,239.33,No compliance issues detected,No,Cleared
SHIP-911BE754,FED4835622453,2025-02-08,2025-02-13,Cross-Border Shipping,Mexico City,GB,GB773436055000,JP,Toys,Children's Remote Control Car,9503.00,Toys; puzzles of all kinds,854.98,127608.96,JPY,854.98,4.87,FedEx,Air Freight,CIF,Complete,None,0,0.0,10,85.5,0.0,940.48,No compliance issues detected,No,Cleared
SHIP-79423017,JAP1544020954,2025-02-27,2025-03-03,Cross-Border Shipping,Milan,IT,IT-C09658A4C3,AU,Pharmaceuticals,Medical Liquid,3004.90,"Medicaments, packaged for retail sale",723.32,1095.94,AUD,723.32,1.17,Japan Post,Postal Service,DDP,Complete,None,0,0.0,10,72.33,0.0,795.65,No compliance issues detected,No,Cleared
SHIP-96F999AF,AUS7626558745,2025-02-09,2025-02-13,WorldWide Logistics,Seoul,IT,IT-9CE7EA5500,IN,Food Products,Packaged Cookies,2106.90,Food preparations not elsewhere specified,710.39,59199.17,INR,710.39,4.08,Australia Post,Postal Service,EXW,Complete,None,0,0.0,18,127.87,0.0,838.26,No compliance issues detected,No,Held
SHIP-CE701DD0,ROY9465677288,2025-02-24,2025-03-08,Guangzhou Trade Co.,Hangzhou,CN,25604860X,BR,Sporting Goods,Sports Soccer Ball,9506.91,Gymnasium or athletics articles and equipment,424.04,2120.2,BRL,424.04,14.92,Royal Mail,Postal Service,FCA,Complete,None,9.34,39.62,17,72.09,10.0,545.74,Missing certificate of origin,No,Pending
SHIP-012B2754,FED7994276973,2025-03-01,2025-03-15,WorldWide Logistics,Paris,KR,KR-C7F638F9C9,AU,Machinery,Generator,8483.40,Gears and gearing for machinery,115.53,175.05,AUD,115.53,5.1,FedEx,Postal Service,CIP,Complete,None,0,0.0,10,11.55,0.0,127.08,No compliance issues detected,No,Held
SHIP-CC72FEBB,AUS7642359799,2025-02-18,2025-02-25,Global Exports Ltd,Mexico City,IT,IT-AD260679CE,DE,Apparel,H&M Socks,6104.43,Women's dresses of synthetic fibers,345.47,319.88,EUR,440.25,0.81,Australia Post,Standard Courier,EXW,Complete,None,13.86,47.88,19,65.64,10.0,468.99,Undervalued declaration; Incomplete description,No,Pending
SHIP-831007BF,CAN6322278780,2025-02-10,2025-02-17,Global Exports Ltd,Seoul,TW,TW-8112764DBD,GB,Food Products,Packaged Snacks,2106.90,Food preparations not elsewhere specified,24.52,19.46,GBP,24.52,0.24,Canada Post,Express Courier,FOB,Complete,None,0,0.0,20,4.9,0.0,29.42,No compliance issues detected,Yes,Pending
SHIP-DC4D52F7,DHL8838976462,2025-02-19,2025-03-02,Kyoto Shipping Co.,Nagoya,JP,JP-33312893B7,US,Toys,Children's Board Game,9503.00,Toys; puzzles of all kinds,57.19,57.19,USD,113.48,0.82,DHL,Express Courier,CIF,Complete,None,0,0.0,0,0.0,0.0,57.19,Undervalued declaration,No,Pending
SHIP-5AAE8362,DHL5925264754,2025-02-18,2025-02-28,Hamburg Logistics,Hamburg,DE,DE11369770,AU,Food Products,Packaged Coffee,2106.90,Food preparations not elsewhere specified,12.69,19.23,AUD,12.69,2.1,DHL,Standard Courier,EXW,Complete,None,0,0.0,10,1.27,0.0,13.96,No compliance issues detected,Yes,Pending
